word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
invasive,,,,,,2.0,,,2.0,2.0
epic,,,,,,2.0,,,1.0,2.0
promoter,,,,,,2.0,,,,
slave,,,,,,2.0,,,,1.0
fuzz,,,,,,2.0,,1.0,1.0,5.0
alone,,,,,,2.0,,,1.0,2.0
maniac,,,,,,2.0,,,,
kick,,,,,,2.0,,1.0,,
collagen,,,,,,1.0,,,,
confirm,,,,,,1.0,,,,
preset,,,,,,1.0,,,,
mainline,,,,,,1.0,,,,
redistribute,,,,,,1.0,,,1.0,1.0
vacuum,,,,,,1.0,,,,
cleaner,,,,,,1.0,,,,
irradiate,,,,,,1.0,,,,
confound,,,,,,1.0,1.0,1.0,1.0,3.0
petroleum,,,,,,1.0,,1.0,,
bifurcate,,,,,,1.0,,1.0,,
cellphone,,,,,,1.0,,,,
lady,,,,,,1.0,,,,
reel,,,,,,1.0,,,,
stuff,,,,,,1.0,,,,
lisp,,,,,,1.0,1.0,,,1.0
textural,,,,,,1.0,1.0,1.0,,
unrecognizable,,,,,,1.0,,,,
crossfire,,,,,,1.0,,,,1.0
outreach,,,,,,1.0,,,1.0,1.0
dwell,,,,,,1.0,,,,1.0
amebic,,,,,,1.0,,,,
hotbox,,,,,,1.0,,,,
prominence,,,,,,1.0,,,,
tricky,,,,,,1.0,,,,
frictional,,,,,,1.0,1.0,,,1.0
homonym,,,,,,1.0,,,,
poverty,,,,,,1.0,1.0,,,
radiologist,,,,,,1.0,,,,
periphery,,,,,,1.0,,,,1.0
blame,,,,,,1.0,,,,
obnoxious,,,,,,1.0,,,,
anterior,,,,,,1.0,1.0,,,
ligament,,,,,,1.0,,,,
turtle,,,,,,1.0,,,,
burden,,,,,,1.0,,,,
futile,,,,,,1.0,,,,
circumscription,,,,,,1.0,1.0,,1.0,1.0
serendipity,,,,,,1.0,,,,
improvisation,,,,,,1.0,2.0,1.0,,
annoy,,,,,,1.0,,,,
parliament,,,,,,1.0,1.0,,,
elect,,,,,,1.0,,,,
ethnicity,,,,,,1.0,,1.0,,
subtlety,,,,,,1.0,,,1.0,1.0
fricative,,,,,,1.0,,,,
electrocardiography,,,,,,1.0,,,1.0,1.0
mother,,,,,,1.0,,,,
lifelong,,,,,,1.0,,2.0,4.0,5.0
revitalize,,,,,,1.0,,,,
flywheel,,,,,,1.0,,,,
jerky,,,,,,1.0,,,,
firearm,,,,,,1.0,,,,1.0
intrigue,,,,,,1.0,,,,1.0
actuality,,,,,,1.0,,,,
droplet,,,,,,1.0,,,,
void,,,,,,1.0,1.0,,1.0,1.0
departmental,,,,,,1.0,,,,
kindergarten,,,,,,1.0,,,,
nanometer,,,,,,1.0,,,,
parallax,,,,,,1.0,,,,
impatience,,,,,,1.0,,,,
notable,,,,,,1.0,,,,
infrequent,,,,,,1.0,,,,
horseshoe,,,,,,1.0,,,,
holey,,,,,,1.0,,,,1.0
afferent,,,,,,1.0,,,,
metamorphosis,,,,,,1.0,,,,1.0
infestation,,,,,,1.0,,,,
warranty,,,,,,1.0,,,,
correlative,,,,,,1.0,,,1.0,1.0
surplus,,,,,,1.0,,,,
temper,,,,,,1.0,,,,1.0
bible,,,,,,1.0,1.0,1.0,,
subjectivity,,,,,,1.0,,,,
fabric,,,,,,1.0,1.0,,1.0,4.0
unreasonable,,,,,,1.0,,,,1.0
archetypal,,,,,,1.0,,,,
orange,,,,,,1.0,,,,
docker,,,,,,1.0,1.0,,2.0,3.0
abbreviation,,,,,,1.0,,,,
preparation,,,,,,1.0,1.0,1.0,,
encore,,,,,,1.0,,,,
alumnus,,,,,,1.0,,,,
depletion,,,,,,1.0,,1.0,3.0,3.0
repeatable,,,,,,1.0,,1.0,,1.0
astrophysicist,,,,,,1.0,,,,1.0
thorough,,,,,,1.0,,,,
calm,,,,,,1.0,,,,
manifest,,,,,,1.0,,,,
henchman,,,,,,1.0,,,,
payload,,,,,,1.0,,1.0,,
disarm,,,,,,1.0,,,,
medicine,,,,,,1.0,1.0,2.0,1.0,2.0
canal,,,,,,1.0,,,,
exhibition,,,,,,1.0,,,,
abrupt,,,,,,1.0,,,,
weld,,,,,,1.0,,2.0,,
excitement,,,,,,1.0,,,,
itinerary,,,,,,1.0,,,,
summit,,,,,,1.0,1.0,,,
hamburger,,,,,,1.0,,,,
frost,,,,,,1.0,,,,
destroy,,,,,,1.0,,,,
interim,,,,,,1.0,,,,
dock,,,,,,1.0,,1.0,,1.0
corona,,,,,,1.0,,,,
aspirin,,,,,,1.0,,,,
impediment,,,,,,1.0,,,,
pediatric,,,,,,1.0,,,,2.0
electrification,,,,,,1.0,,,,
day,,,,,,1.0,,2.0,1.0,3.0
rugged,,,,,,1.0,,,,
barker,,,,,,1.0,,,,
socialization,,,,,,1.0,,,,
bib,,,,,,1.0,,,,
molly,,,,,,1.0,,,,
spacecraft,,,,,,1.0,,1.0,2.0,5.0
apportionment,,,,,,1.0,,,,
individuate,,,,,,1.0,,,,
freestanding,,,,,,1.0,,,,
innocence,,,,,,1.0,,1.0,,
purification,,,,,,1.0,,,,
noncompetitive,,,,,,1.0,,,,
polysemy,,,,,,1.0,,,,
dollop,,,,,,1.0,,,,
curtail,,,,,,1.0,,,,
babble,,,,,,1.0,,,,1.0
distrust,,,,,,1.0,1.0,,1.0,
tragic,,,,,,1.0,,,,
roundabout,,,,,,1.0,,,,1.0
offensive,,,,,,1.0,,,1.0,1.0
snow,,,,,,1.0,2.0,,1.0,1.0
thaw,,,,,,1.0,,,,
spheroid,,,,,,1.0,,1.0,,
tremble,,,,,,1.0,,,,
lime,,,,,,1.0,,,,2.0
deny,,,,,,1.0,,1.0,,
rift,,,,,,1.0,,,,
headset,,,,,,1.0,,1.0,,
maternal,,,,,,1.0,,,,
throttle,,,,,,1.0,,,,
lighthouse,,,,,,1.0,,,,
nothing,,,,,,1.0,,2.0,,1.0
savage,,,,,,1.0,,,,
phantom,,,,,,1.0,1.0,1.0,,
deliberative,,,,,,1.0,2.0,,,
conspiracy,,,,,,1.0,,1.0,,
ingestion,,,,,,1.0,,,1.0,1.0
limb,,,,,,1.0,1.0,,1.0,1.0
grassroots,,,,,,1.0,,,,
microcircuit,,,,,,1.0,,,,
essay,,,,,,1.0,1.0,1.0,,
holiday,,,,,,1.0,,,,
cognate,,,,,,1.0,1.0,,,
paragraph,,,,,,1.0,1.0,1.0,,2.0
inactivation,,,,,,1.0,,,,
noble,,,,,,1.0,,,,
assert,,,,,,1.0,,,,
oscillate,,,,,,1.0,,,,
artistic,,,,,,1.0,,1.0,1.0,1.0
genuine,,,,,,1.0,,,,
sprinkler,,,,,,1.0,,,,
shiner,,,,,,1.0,,,,
oligarchy,,,,,,1.0,,,,
rhesus,,,,,,1.0,,,,
macaque,,,,,,1.0,,,,1.0
brawny,,,,,,1.0,,,,
undependable,,,,,,1.0,,,,
governmental,,,,,,1.0,,,,
inaudible,,,,,,1.0,,,,1.0
choreographic,,,,,,1.0,2.0,,,
legible,,,,,,1.0,,,,1.0
doll,,,,,,1.0,,,,
smell,,,,,,1.0,2.0,,1.0,1.0
wand,,,,,,1.0,,,,
shower,,,,,,1.0,,,,
reassessment,,,,,,1.0,,,,
uncontrolled,,,,,,1.0,,,,
chromatin,,,,,,1.0,,,1.0,1.0
unmet,,,,,,1.0,,,,
turnstile,,,,,,1.0,1.0,,,
electromagnetism,,,,,,1.0,,,,
refreshment,,,,,,1.0,,,,
sonic,,,,,,1.0,,,,
orchestra,,,,,,1.0,,,,
machinery,,,,,,1.0,1.0,,,
lode,,,,,,1.0,,,,
constitution,,,,,,1.0,,,,1.0
week,,,,,,1.0,,,,
bang,,,,,,1.0,1.0,1.0,,
taxi,,,,,,1.0,2.0,,1.0,1.0
jazz,,,,,,1.0,,,,1.0
calligraphy,,,,,,1.0,,,,
finito,,,,,,1.0,,,,
warmup,,,,,,1.0,,1.0,,
attain,,,,,,1.0,,,1.0,1.0
augmentative,,,,,,1.0,,,,
compartmentalization,,,,,,1.0,,,,
drown,,,,,,1.0,,,,
invest,,,,,,1.0,,,1.0,1.0
coloration,,,,,,1.0,,,,
pathological,,,,,,1.0,,,1.0,1.0
trilateral,,,,,,1.0,1.0,,,
symbolical,,,,,,1.0,,,,
counterintuitive,,,,,,1.0,,,,
malfunction,,,,,,1.0,,,,
agglomeration,,,,,,1.0,,,2.0,2.0
headway,,,,,,1.0,,,,2.0
booster,,,,,,1.0,,,,
sedan,,,,,,1.0,,,,
mechanization,,,,,,1.0,,,,
fibrillation,,,,,,1.0,,,,2.0
eccentricity,,,,,,1.0,,,1.0,1.0
counterattack,,,,,,1.0,,,,
divergent,,,,,,1.0,,1.0,,
swamp,,,,,,1.0,,,,
menu,,,,,,1.0,,,1.0,1.0
paradoxical,,,,,,1.0,,,,
piggybank,,,,,,1.0,,,,
hog,,,,,,1.0,2.0,,,1.0
vitalize,,,,,,1.0,,,,
orchid,,,,,,1.0,,,,
amorphous,,,,,,1.0,,,,
pupil,,,,,,1.0,,1.0,1.0,3.0
protector,,,,,,1.0,,,,
elm,,,,,,1.0,2.0,2.0,,1.0
supposed,,,,,,1.0,,,,
coal,,,,,,1.0,,,1.0,1.0
coco,,,,,,1.0,1.0,2.0,1.0,1.0
dovetail,,,,,,1.0,,,,
crux,,,,,,1.0,,,,
fantastic,,,,,,1.0,,1.0,,
cornucopia,,,,,,1.0,,,,
unguarded,,,,,,1.0,,,,
zonal,,,,,,1.0,1.0,,,
windshield,,,,,,1.0,,,,
rapture,,,,,,1.0,,,,
envelopment,,,,,,1.0,,,,
ultrahigh,,,,,,1.0,,,1.0,1.0
aquaculture,,,,,,1.0,,,,
reflect,,,,,,1.0,1.0,,,3.0
stereoscopic,,,,,,1.0,,,,
inertia,,,,,,1.0,,,4.0,4.0
shock,,,,,,1.0,,2.0,2.0,2.0
tomorrow,,,,,,1.0,,,,
ornamental,,,,,,1.0,,,,
revocation,,,,,,1.0,,,,
benevolent,,,,,,1.0,,,,
cartoon,,,,,,1.0,1.0,1.0,2.0,4.0
lemur,,,,,,1.0,,,,
landau,,,,,,1.0,,,,
jumper,,,,,,1.0,,,,
disruptive,,,,,,1.0,,1.0,,
eve,,,,,,1.0,,1.0,,
disparate,,,,,,1.0,,,,1.0
obstruct,,,,,,1.0,,1.0,,
collide,,,,,,1.0,,1.0,,
overspread,,,,,,1.0,,,,
mend,,,,,,1.0,,,,
introspection,,,,,,1.0,,,2.0,4.0
catalytic,,,,,,1.0,,,,
quantifiable,,,,,,1.0,,,,
fare,,,,,,1.0,,,,
flavor,,,,,,1.0,,,,
tenth,,,,,,1.0,3.0,,,
venture,,,,,,1.0,,,,
cleanse,,,,,,1.0,,,1.0,1.0
egg,,,,,,1.0,,,,
basket,,,,,,1.0,,,,
quadruple,,,,,,1.0,1.0,,,
coulomb,,,,,,1.0,,,,
contaminant,,,,,,1.0,,,,
basque,,,,,,1.0,,,,
threesome,,,,,,1.0,,,,
canonization,,,,,,1.0,,,,
eat,,,,,,1.0,1.0,,1.0,3.0
foursquare,,,,,,1.0,,,,
fur,,,,,,1.0,,,1.0,1.0
amp,,,,,,1.0,,,1.0,3.0
thou,,,,,,1.0,,,,1.0
shall,,,,,,1.0,,,,1.0
rosin,,,,,,1.0,,,,
typography,,,,,,1.0,,,,
autopilot,,,,,,1.0,1.0,,1.0,1.0
contextualization,,,,,,1.0,,,,
sponge,,,,,,1.0,1.0,1.0,,
ceremony,,,,,,1.0,,,,
stranger,,,,,,1.0,,,,
quadruped,,,,,,1.0,,,,
expense,,,,,,1.0,,,,
sap,,,,,,1.0,,,,
coworker,,,,,,1.0,,,,
genie,,,,,,1.0,,,,1.0
secant,,,,,,1.0,,,,2.0
rancor,,,,,,1.0,,,,
ski,,,,,,1.0,,1.0,,
advert,,,,,,1.0,,,,1.0
inflexible,,,,,,1.0,,,,
tidal,,,,,,1.0,1.0,,,
tsunami,,,,,,1.0,,,1.0,1.0
clinic,,,,,,1.0,,,,
slit,,,,,,1.0,,,,
irradiation,,,,,,1.0,,,,
mere,,,,,,1.0,,,,
mortal,,,,,,1.0,,,,
obvious,,,,,,1.0,1.0,,,
cylinder,,,,,,1.0,,,1.0,1.0
inclusive,,,,,,1.0,,,,
lecturer,,,,,,1.0,,,,
polytechnic,,,,,,1.0,,,,
slip,,,,,,1.0,,,1.0,1.0
dictatorship,,,,,,1.0,1.0,,,
ignorance,,,,,,1.0,,,,
monster,,,,,,1.0,,,,
trendy,,,,,,1.0,,,,
impression,,,,,,1.0,,,,2.0
ambience,,,,,,1.0,,,,
jeopardy,,,,,,1.0,,,,
repot,,,,,,1.0,,,,
neurological,,,,,,1.0,,,,
lifespan,,,,,,1.0,,,,
curiosity,,,,,,1.0,,,1.0,5.0
distal,,,,,,1.0,,,,
eminence,,,,,,1.0,,,,
scrutinize,,,,,,1.0,,,,
cloth,,,,,,1.0,,,,
redistrict,,,,,,1.0,1.0,,,
peanut,,,,,,1.0,,,,
eyewitness,,,,,,1.0,,,,
apparent,,,,,,1.0,,1.0,2.0,3.0
candy,,,,,,1.0,,,,
excuse,,,,,,1.0,,,,
courteous,,,,,,1.0,,,,
theatergoer,,,,,,1.0,,,,
overwhelm,,,,,,1.0,,,,
gestural,,,,,,1.0,,,,
straightforward,,,,,,1.0,,,,
sh,,,,,,1.0,,,,
plantation,,,,,,1.0,,,,
tractor,,,,,,1.0,,,,
cockpit,,,,,,1.0,,,,
ordnance,,,,,,1.0,,,,
annals,,,,,,1.0,,,,
homeland,,,,,,1.0,,,,
withhold,,,,,,1.0,,,,
proton,,,,,,1.0,,,,
expandable,,,,,,1.0,,,1.0,2.0
funnel,,,,,,1.0,,1.0,,
kingdom,,,,,,1.0,,,,
tam,,,,,,1.0,,,,
taper,,,,,,1.0,,,,
sensible,,,,,,1.0,,,,
fulfillment,,,,,,1.0,,,,
papaya,,,,,,1.0,,,,
pod,,,,,,1.0,,,,
octagonal,,,,,,1.0,,,,
sapphire,,,,,,1.0,,,,
intend,,,,,,1.0,,1.0,,
arsenal,,,,,,1.0,,,,
powder,,,,,,1.0,,,,
humanitarian,,,,,,1.0,,,,
codify,,,,,,1.0,,,,
facilitation,,,,,,1.0,,,,
favorable,,,,,,1.0,1.0,,1.0,1.0
maturation,,,,,,1.0,,,,
heed,,,,,,1.0,,,,
mindful,,,,,,1.0,,,,
hurricane,,,,,,1.0,1.0,,1.0,1.0
sandy,,,,,,1.0,,2.0,1.0,1.0
materialize,,,,,,1.0,,,1.0,1.0
dissolution,,,,,,1.0,,1.0,,
trustee,,,,,,1.0,,,,
tomographic,,,,,,1.0,2.0,2.0,1.0,1.0
truss,,,,,,1.0,1.0,1.0,1.0,2.0
discontinuity,,,,,,1.0,,,,1.0
glow,,,,,,1.0,,,,1.0
alphabetic,,,,,,1.0,,,,
relabel,,,,,,1.0,,,,
unanticipated,,,,,,1.0,,,,
infarction,,,,,,1.0,,,1.0,1.0
commander,,,,,,1.0,,,,
utterance,,,,,,1.0,1.0,,1.0,2.0
freeform,,,,,,1.0,,1.0,,2.0
fridge,,,,,,1.0,1.0,,,
recreation,,,,,,1.0,,,,
banknote,,,,,,1.0,,,,
smash,,,,,,1.0,,,,
sparkle,,,,,,1.0,,,,
squid,,,,,,1.0,,,,
pectoral,,,,,,1.0,,1.0,,
atelier,,,,,,1.0,,,,
upset,,,,,,1.0,,,1.0,1.0
shame,,,,,,1.0,,,,
internalization,,,,,,1.0,,,1.0,1.0
deregulate,,,,,,1.0,,,,
deposit,,,,,,1.0,,,,
substation,,,,,,1.0,,,,
tendency,,,,,,1.0,,,,
playlist,,,,,,1.0,,1.0,,1.0
hashtag,,,,,,1.0,6.0,3.0,4.0,4.0
foresight,,,,,,1.0,1.0,1.0,1.0,1.0
bicycle,,,,,,1.0,,2.0,,
restrain,,,,,,1.0,,1.0,,
hum,,,,,,1.0,,,,
interpersonal,,,,,,1.0,1.0,,,
surround,,,,,,1.0,,1.0,,1.0
imposition,,,,,,1.0,,,1.0,1.0
analogical,,,,,,1.0,,,,
caption,,,,,,,6.0,12.0,10.0,21.0
rehabilitation,,,,,,,5.0,,,1.0
spark,,,,,,,4.0,3.0,6.0,11.0
segregation,,,,,,,3.0,,1.0,2.0
relocation,,,,,,,3.0,,1.0,1.0
photography,,,,,,,3.0,,,
inception,,,,,,,2.0,1.0,2.0,2.0
duelist,,,,,,,2.0,,,
fluency,,,,,,,2.0,,,
drone,,,,,,,2.0,2.0,12.0,22.0
leech,,,,,,,2.0,,,
hunt,,,,,,,2.0,1.0,,1.0
nutrition,,,,,,,2.0,,1.0,1.0
galvanic,,,,,,,2.0,,,
prosody,,,,,,,2.0,,,
sharpen,,,,,,,2.0,,1.0,2.0
interrogative,,,,,,,2.0,,,
hawk,,,,,,,2.0,,1.0,1.0
pale,,,,,,,2.0,,,
simile,,,,,,,2.0,,,
logo,,,,,,,2.0,1.0,1.0,3.0
emoticon,,,,,,,2.0,,,
stylistic,,,,,,,2.0,,1.0,1.0
prospective,,,,,,,2.0,1.0,,
retractable,,,,,,,2.0,,,
reverberation,,,,,,,2.0,,,1.0
occupant,,,,,,,2.0,,,
oddball,,,,,,,2.0,,,
chamber,,,,,,,2.0,,,2.0
globe,,,,,,,2.0,,,
dichotomous,,,,,,,2.0,1.0,,
maritime,,,,,,,2.0,2.0,2.0,3.0
valiant,,,,,,,2.0,,,
craft,,,,,,,2.0,1.0,1.0,2.0
retain,,,,,,,2.0,,,
proportionality,,,,,,,2.0,,1.0,1.0
emphatic,,,,,,,2.0,1.0,,
resonant,,,,,,,2.0,,,1.0
mad,,,,,,,2.0,,,1.0
spacy,,,,,,,2.0,1.0,,
spotlight,,,,,,,2.0,,,
luster,,,,,,,2.0,,,
ibex,,,,,,,2.0,,,
victory,,,,,,,2.0,,1.0,1.0
claw,,,,,,,2.0,,,
cap,,,,,,,2.0,1.0,1.0,3.0
fragile,,,,,,,2.0,,,1.0
nth,,,,,,,2.0,1.0,,1.0
sex,,,,,,,2.0,1.0,,1.0
revive,,,,,,,2.0,,,
realm,,,,,,,2.0,,,
downfall,,,,,,,1.0,,,
estate,,,,,,,1.0,,,1.0
heater,,,,,,,1.0,,1.0,1.0
wheelchair,,,,,,,1.0,1.0,,1.0
heartbeat,,,,,,,1.0,,,1.0
inquirer,,,,,,,1.0,,,
chic,,,,,,,1.0,,,
prototypical,,,,,,,1.0,,,
billboard,,,,,,,1.0,,,
staple,,,,,,,1.0,,,
arsenic,,,,,,,1.0,,,
headline,,,,,,,1.0,1.0,2.0,2.0
medicinal,,,,,,,1.0,,,
lettuce,,,,,,,1.0,,,
seedling,,,,,,,1.0,,,
bloat,,,,,,,1.0,1.0,,
reap,,,,,,,1.0,,1.0,1.0
adopter,,,,,,,1.0,2.0,,
chair,,,,,,,1.0,,,1.0
gusset,,,,,,,1.0,,,
caste,,,,,,,1.0,,,
carp,,,,,,,1.0,,,
subnormal,,,,,,,1.0,,,
festival,,,,,,,1.0,,,
caterpillar,,,,,,,1.0,,2.0,2.0
actionable,,,,,,,1.0,1.0,1.0,2.0
flap,,,,,,,1.0,1.0,,1.0
reinvent,,,,,,,1.0,,,1.0
swish,,,,,,,1.0,,,
sexual,,,,,,,1.0,1.0,1.0,2.0
intimate,,,,,,,1.0,,,1.0
fetish,,,,,,,1.0,,,
gyro,,,,,,,1.0,,,
gazetteer,,,,,,,1.0,,1.0,1.0
tang,,,,,,,1.0,,,
poem,,,,,,,1.0,1.0,,
demonic,,,,,,,1.0,1.0,,
cliche,,,,,,,1.0,,,
stereotypical,,,,,,,1.0,,,
imperfection,,,,,,,1.0,,,
quintuple,,,,,,,1.0,,,
authorize,,,,,,,1.0,,,
upright,,,,,,,1.0,,,
apex,,,,,,,1.0,1.0,,
opposite,,,,,,,1.0,,,
yearbook,,,,,,,1.0,,,
disposal,,,,,,,1.0,,,
enact,,,,,,,1.0,,,
guaranty,,,,,,,1.0,,,
disembody,,,,,,,1.0,,,
folktale,,,,,,,1.0,,,
adjudication,,,,,,,1.0,,,1.0
splay,,,,,,,1.0,,,
aquatic,,,,,,,1.0,,,
emit,,,,,,,1.0,,,
clamp,,,,,,,1.0,,,1.0
aggression,,,,,,,1.0,,,
lexis,,,,,,,1.0,,,
endure,,,,,,,1.0,,,
blast,,,,,,,1.0,,,
chime,,,,,,,1.0,,,
maelstrom,,,,,,,1.0,,,
takeoff,,,,,,,1.0,2.0,1.0,1.0
liaison,,,,,,,1.0,,,
peculiarity,,,,,,,1.0,,,
likewise,,,,,,,1.0,,,
groundwater,,,,,,,1.0,1.0,,
vantage,,,,,,,1.0,,,
mentor,,,,,,,1.0,1.0,,
shoreline,,,,,,,1.0,,,
depressive,,,,,,,1.0,,,
manic,,,,,,,1.0,,,
chatter,,,,,,,1.0,,,
burger,,,,,,,1.0,,,1.0
avoidable,,,,,,,1.0,,,
homograph,,,,,,,1.0,,,
encourage,,,,,,,1.0,1.0,,2.0
endorsement,,,,,,,1.0,,,2.0
brass,,,,,,,1.0,,,
astrophysical,,,,,,,1.0,,,
coma,,,,,,,1.0,,,
unwarranted,,,,,,,1.0,,,
unseen,,,,,,,1.0,,4.0,5.0
brake,,,,,,,1.0,,2.0,2.0
sanity,,,,,,,1.0,,,1.0
puppy,,,,,,,1.0,,,
attentive,,,,,,,1.0,,6.0,17.0
perforate,,,,,,,1.0,,,
lampshade,,,,,,,1.0,,,
trivia,,,,,,,1.0,,,
metastatic,,,,,,,1.0,,,
brew,,,,,,,1.0,,,
telescopic,,,,,,,1.0,,,
cash,,,,,,,1.0,,,
storyline,,,,,,,1.0,1.0,1.0,1.0
dish,,,,,,,1.0,,1.0,1.0
awhile,,,,,,,1.0,,,
scammer,,,,,,,1.0,,,
affordable,,,,,,,1.0,,,
syllogism,,,,,,,1.0,,,
distillery,,,,,,,1.0,,,
left,,,,,,,1.0,,,
cancel,,,,,,,1.0,,,
colonization,,,,,,,1.0,,,
maybe,,,,,,,1.0,,,
flutter,,,,,,,1.0,,,
shutter,,,,,,,1.0,1.0,1.0,3.0
opinionated,,,,,,,1.0,1.0,,
lure,,,,,,,1.0,,1.0,1.0
insecure,,,,,,,1.0,1.0,,
giraffe,,,,,,,1.0,,,
mafia,,,,,,,1.0,,,
syndicate,,,,,,,1.0,,,
gaggle,,,,,,,1.0,,,
goose,,,,,,,1.0,,,
swirl,,,,,,,1.0,,,
sump,,,,,,,1.0,,,
taker,,,,,,,1.0,,,
forecaster,,,,,,,1.0,,,
placer,,,,,,,1.0,,,
dialectal,,,,,,,1.0,,,
lurker,,,,,,,1.0,,,
magnetometer,,,,,,,1.0,1.0,1.0,2.0
gyroscope,,,,,,,1.0,,,
rehash,,,,,,,1.0,,,
parliamentary,,,,,,,1.0,,1.0,1.0
cough,,,,,,,1.0,,,
loathe,,,,,,,1.0,,,
safeguard,,,,,,,1.0,,1.0,1.0
diligent,,,,,,,1.0,,,
motive,,,,,,,1.0,,,
cradle,,,,,,,1.0,,,
freelance,,,,,,,1.0,,,
uncommon,,,,,,,1.0,1.0,,1.0
instead,,,,,,,1.0,,,1.0
uninterrupted,,,,,,,1.0,,,
respiratory,,,,,,,1.0,1.0,1.0,1.0
unchangeable,,,,,,,1.0,,,
reexamination,,,,,,,1.0,,,
sear,,,,,,,1.0,,,
tablet,,,,,,,1.0,1.0,,
gobbledygook,,,,,,,1.0,,,
senate,,,,,,,1.0,1.0,,
senator,,,,,,,1.0,,,
filament,,,,,,,1.0,,,
hypothetical,,,,,,,1.0,,,
scion,,,,,,,1.0,,,
loosen,,,,,,,1.0,,,
addictive,,,,,,,1.0,,,
vaporous,,,,,,,1.0,,,
cigarette,,,,,,,1.0,,,
systemic,,,,,,,1.0,,1.0,1.0
exoskeleton,,,,,,,1.0,,,1.0
sane,,,,,,,1.0,,,
charger,,,,,,,1.0,,,
heaven,,,,,,,1.0,,,
sclerosis,,,,,,,1.0,,1.0,2.0
methamphetamine,,,,,,,1.0,,,
inappropriate,,,,,,,1.0,,,
weave,,,,,,,1.0,,,
orchestrate,,,,,,,1.0,,,
capacitance,,,,,,,1.0,1.0,,
egress,,,,,,,1.0,,,
recon,,,,,,,1.0,,,
improbable,,,,,,,1.0,,,
undermine,,,,,,,1.0,,,1.0
distillation,,,,,,,1.0,3.0,4.0,7.0
robotize,,,,,,,1.0,,,1.0
illegal,,,,,,,1.0,,1.0,1.0
dump,,,,,,,1.0,,,
sticky,,,,,,,1.0,,,
pheromone,,,,,,,1.0,,,
neonatal,,,,,,,1.0,,,2.0
resuscitation,,,,,,,1.0,,,
slat,,,,,,,1.0,,,
skid,,,,,,,1.0,,,
traction,,,,,,,1.0,,,
liberation,,,,,,,1.0,,,
lexeme,,,,,,,1.0,,,
dissipation,,,,,,,1.0,1.0,3.0,3.0
panoramic,,,,,,,1.0,2.0,,
vandal,,,,,,,1.0,,1.0,1.0
kid,,,,,,,1.0,,1.0,2.0
emulator,,,,,,,1.0,,1.0,3.0
desensitization,,,,,,,1.0,,,
wartime,,,,,,,1.0,,,
correspondent,,,,,,,1.0,,,
civic,,,,,,,1.0,,,
warfare,,,,,,,1.0,,,
storytelling,,,,,,,1.0,2.0,3.0,3.0
anyone,,,,,,,1.0,,1.0,1.0
mudslide,,,,,,,1.0,,,
census,,,,,,,1.0,,,2.0
rim,,,,,,,1.0,,,
brokerage,,,,,,,1.0,,,1.0
nonconforming,,,,,,,1.0,,,
wolf,,,,,,,1.0,,,1.0
invocation,,,,,,,1.0,,,
victim,,,,,,,1.0,,,1.0
inconspicuous,,,,,,,1.0,1.0,,
intermediary,,,,,,,1.0,1.0,,
stratum,,,,,,,1.0,,1.0,2.0
pacific,,,,,,,1.0,,,
thermostat,,,,,,,1.0,,,
setback,,,,,,,1.0,,,
submersible,,,,,,,1.0,,,
archaeology,,,,,,,1.0,,,
buggy,,,,,,,1.0,,,1.0
allowance,,,,,,,1.0,,,
apparatus,,,,,,,1.0,,,
subtitle,,,,,,,1.0,1.0,,1.0
peripheral,,,,,,,1.0,1.0,,
cinch,,,,,,,1.0,,,
intersect,,,,,,,1.0,,,1.0
kidnap,,,,,,,1.0,,,
colloquial,,,,,,,1.0,,,
applicant,,,,,,,1.0,,,
archipelago,,,,,,,1.0,,,
achromatic,,,,,,,1.0,,,
predicament,,,,,,,1.0,,,
checkerboard,,,,,,,1.0,,1.0,1.0
rearrange,,,,,,,1.0,,,
elapse,,,,,,,1.0,,,1.0
kidney,,,,,,,1.0,1.0,3.0,5.0
spice,,,,,,,1.0,,,
shim,,,,,,,1.0,,,
carpentry,,,,,,,1.0,,,
programmatic,,,,,,,1.0,,,
holdout,,,,,,,1.0,,,
connotation,,,,,,,1.0,,,
recharge,,,,,,,1.0,,1.0,3.0
taxonomical,,,,,,,1.0,,,
turkey,,,,,,,1.0,1.0,,3.0
disclose,,,,,,,1.0,,1.0,1.0
impede,,,,,,,1.0,,,
wreath,,,,,,,1.0,,,
firework,,,,,,,1.0,,,
duo,,,,,,,1.0,,,
equalize,,,,,,,1.0,,,
materialization,,,,,,,1.0,,,
brood,,,,,,,1.0,,,1.0
monotonous,,,,,,,1.0,,,
neutrino,,,,,,,1.0,,,
argon,,,,,,,1.0,,,
jewelry,,,,,,,1.0,,,
binoculars,,,,,,,1.0,,,
off,,,,,,,1.0,,,
radiology,,,,,,,1.0,,1.0,2.0
unregulated,,,,,,,1.0,1.0,,
antagonism,,,,,,,1.0,,,
scrap,,,,,,,1.0,,,1.0
energetic,,,,,,,1.0,,1.0,1.0
cat,,,,,,,1.0,,1.0,1.0
duct,,,,,,,1.0,,1.0,1.0
leopard,,,,,,,1.0,,,
tenancy,,,,,,,1.0,,,
ambivalent,,,,,,,1.0,,,
immutable,,,,,,,1.0,1.0,1.0,2.0
